country,city,city_country,mean_pm10_ug_per_m3,year,mean_pm2.5_ug_per_m3,year2
Greece,THESSALONIKI,"THESSALONIKI, Greece",21,2013,8,2013
Guatemala,Guatemala,"Guatemala, Guatemala",56,2013,40,2013
Honduras,Tegucigalpa,"Tegucigalpa, Honduras",58,2013,36,2013
Hungary,Miskolc,"Miskolc, Hungary",35,2013,28,2013
Hungary,Nyíregyháza,"Nyíregyháza, Hungary",32,2013,26,2013
Hungary,Kazincbarcika,"Kazincbarcika, Hungary",31,2013,25,2013
Hungary,Pécs,"Pécs, Hungary",30,2013,24,2013
Hungary,Budapest,"Budapest, Hungary",29,2013,25,2013
Hungary,Debrecen,"Debrecen, Hungary",27,2013,22,2013
Hungary,Esztergom,"Esztergom, Hungary",27,2013,17,2013
Hungary,Dunaújváros,"Dunaújváros, Hungary",26,2013,21,2013
Hungary,Tatabánya,"Tatabánya, Hungary",26,2013,21,2013
Hungary,Szeged,"Szeged, Hungary",25,2013,20,2013
Hungary,Sopron,"Sopron, Hungary",24,2013,19,2013
Hungary,Gyor,"Gyor, Hungary",23,2013,15,2013
Hungary,Százhalombatta,"Százhalombatta, Hungary",23,2013,18,2013
Hungary,Hernádszurdok,"Hernádszurdok, Hungary",22,2013,18,2013
Hungary,Ajka,"Ajka, Hungary",21,2013,17,2013
Hungary,Sarród,"Sarród, Hungary",18,2013,14,2013
Hungary,Veszprém,"Veszprém, Hungary",17,2013,13,2013
Iceland,REYKJAVIK,"REYKJAVIK, Iceland",15,2013,10,2013
Iceland,AKUREYRI,"AKUREYRI, Iceland",11,2013,7,2013
Iceland,HAFNARFJORDUR,"HAFNARFJORDUR, Iceland",8,2012,3,2012
India,Gwalior,"Gwalior, India",329,2012,176,2012
India,Allahabad,"Allahabad, India",317,2012,169,2012
India,Raipur,"Raipur, India",268,2012,143,2012
India,Delhi,"Delhi, India",229,2012,122,2013
India,Ludhiana,"Ludhiana, India",227,2012,121,2012
India,Kanpur,"Kanpur, India",214,2012,114,2012
India,Khanna,"Khanna, India",212,2012,113,2012
India,Firozabad,"Firozabad, India",211,2012,113,2012
India,Lucknow,"Lucknow, India",210,2012,112,2012
India,Amritsar,"Amritsar, India",202,2012,108,2012
India,Gobindgarh,"Gobindgarh, India",201,2012,107,2012
India,Agra,"Agra, India",195,2012,104,2012
India,Jodhpur,"Jodhpur, India",189,2012,101,2012
India,Dehradun,"Dehradun, India",187,2012,100,2012
India,Jaipur,"Jaipur, India",186,2012,99,2012
India,Howrah,"Howrah, India",186,2012,99,2012
India,Faridabad,"Faridabad, India",183,2012,98,2012
India,Dhanbad,"Dhanbad, India",178,2012,95,2012
India,Bhopal,"Bhopal, India",173,2012,92,2012
India,Khurja,"Khurja, India",168,2012,89,2012
India,Patna,"Patna, India",166,2012,148,2013
India,Raebareli,"Raebareli, India",163,2012,87,2012
India,Kota,"Kota, India",156,2012,83,2012
India,Udaipur,"Udaipur, India",155,2012,82,2012
India,Alwar,"Alwar, India",151,2012,81,2012
India,Chandrapur,"Chandrapur, India",148,2012,79,2012
India,Indore,"Indore, India",142,2012,76,2012
India,Jalandhar,"Jalandhar, India",140,2012,75,2012
India,Akola,"Akola, India",139,2012,74,2012
India,Varanasi,"Varanasi, India",138,2012,73,2012
India,Noida,"Noida, India",136,2012,72,2012
India,Kolkata,"Kolkata, India",135,2012,61,2014
India,Jalgaon,"Jalgaon, India",130,2012,69,2012
India,Meerut,"Meerut, India",129,2012,69,2012
India,Raniganj,"Raniganj, India",126,2012,67,2012
India,Navi Mumbai,"Navi Mumbai, India",120,2012,64,2012
India,Jammu,"Jammu, India",119,2012,63,2012
India,Bangalore,"Bangalore, India",118,2012,63,2012
India,Mumbai,"Mumbai, India",117,2012,62,2013
India,Chandigarh,"Chandigarh, India",110,2012,59,2012
India,Kolhapur,"Kolhapur, India",110,2012,58,2012
India,Jhansi,"Jhansi, India",109,2012,58,2012
India,Rishikesh,"Rishikesh, India",109,2012,58,2012
India,Sibsagar,"Sibsagar, India",109,2012,58,2012
India,Durgapur,"Durgapur, India",108,2012,57,2012
India,Angul,"Angul, India",106,2012,56,2012
India,Bhilai,"Bhilai, India",103,2012,55,2012
India,Nagda,"Nagda, India",103,2012,55,2012
India,Nagpur,"Nagpur, India",102,2012,54,2012
India,Vadodara,"Vadodara, India",102,2012,54,2012
India,Jamnagar,"Jamnagar, India",101,2012,54,2012
India,Amravati,"Amravati, India",100,2012,53,2012
India,Vapi,"Vapi, India",100,2012,53,2012
India,Anklesvar,"Anklesvar, India",99,2012,53,2012
India,Baddi,"Baddi, India",99,2012,53,2012
India,Rajkot,"Rajkot, India",98,2012,52,2012
India,Rourkela,"Rourkela, India",98,2012,52,2012
India,Surat,"Surat, India",97,2012,51,2012
India,Nashik,"Nashik, India",95,2012,50,2012
India,Pune,"Pune, India",92,2012,49,2012
India,Guwahati,"Guwahati, India",91,2012,49,2012
India,Dewas,"Dewas, India",91,2012,49,2012
India,Silchar,"Silchar, India",90,2012,48,2012
India,Dimapur,"Dimapur, India",89,2012,47,2012
India,Naya Nangal,"Naya Nangal, India",88,2012,47,2012
India,Solapur,"Solapur, India",83,2012,44,2012
India,Ahmedabad,"Ahmedabad, India",82,2012,100,2013
India,Nalbari,"Nalbari, India",82,2012,43,2012
India,Ramagundam,"Ramagundam, India",82,2012,43,2012
India,Balasore,"Balasore, India",81,2012,43,2012
India,Kohima,"Kohima, India",81,2012,43,2012
India,Bhubneshwar,"Bhubneshwar, India",80,2012,43,2012
India,Korba,"Korba, India",80,2012,43,2012
India,Ujjain,"Ujjain, India",80,2012,43,2012
India,Berhampur,"Berhampur, India",80,2012,42,2012
India,Sangli,"Sangli, India",80,2012,42,2012
India,Aurangabad,"Aurangabad, India",79,2012,42,2012
India,Parwanoo,"Parwanoo, India",79,2012,42,2012
India,Hyderabad,"Hyderabad, India",79,2012,58,2014
India,Nagaon,"Nagaon, India",79,2012,42,2012
India,Nalgonda,"Nalgonda, India",79,2012,42,2012
India,Trichy,"Trichy, India",75,2012,40,2012
India,Guntur,"Guntur, India",75,2012,40,2012
India,Devanagere,"Devanagere, India",74,2012,39,2012
India,Kurnool,"Kurnool, India",74,2012,39,2012
India,Thane,"Thane, India",72,2012,38,2012
India,Kochi,"Kochi, India",70,2012,37,2012
India,Coimbatore,"Coimbatore, India",68,2012,36,2012
India,Cuttack,"Cuttack, India",67,2012,36,2012
India,Panaji,"Panaji, India",67,2012,35,2012
India,Shillong,"Shillong, India",65,2012,34,2012
India,Vishakhapatnam,"Vishakhapatnam, India",64,2012,34,2012
India,Singrauli,"Singrauli, India",64,2012,34,2012
India,Kothagudem,"Kothagudem, India",63,2012,33,2012
India,Patiala,"Patiala, India",62,2012,33,2012
India,Nellore,"Nellore, India",62,2012,33,2012
India,Salem,"Salem, India",60,2012,32,2012
India,Kakinada,"Kakinada, India",58,2012,31,2012
India,Shimla,"Shimla, India",57,2012,30,2012
India,Chennai,"Chennai, India",57,2012,44,2014
India,Tinsukia,"Tinsukia, India",56,2012,30,2012
India,Dibrugarh,"Dibrugarh, India",56,2012,29,2012
India,Kottayam,"Kottayam, India",56,2012,29,2012
India,Kozhikode,"Kozhikode, India",55,2012,29,2012
India,Golaghat,"Golaghat, India",55,2012,29,2012
India,Thiruvananthapuram,"Thiruvananthapuram, India",54,2012,29,2012
India,Margherita,"Margherita, India",54,2012,28,2012
India,Rayagada,"Rayagada, India",54,2012,28,2012
India,Aizawl,"Aizawl, India",53,2012,28,2012
India,Sambalpur,"Sambalpur, India",53,2012,28,2012
India,Nanded,"Nanded, India",52,2012,28,2012
India,Tura,"Tura, India",52,2012,27,2012
India,Alappuzha,"Alappuzha, India",50,2012,26,2012
India,Warangal,"Warangal, India",49,2012,26,2012
India,Madurai,"Madurai, India",48,2012,25,2012
India,Bongaigaon,"Bongaigaon, India",45,2012,24,2012
India,Puducherry,"Puducherry, India",41,2012,22,2012
India,Kollam,"Kollam, India",41,2012,21,2012
India,Chitoor,"Chitoor, India",40,2012,21,2012
India,Hassan,"Hassan, India",36,2012,19,2012
India,Pathanamthitta,"Pathanamthitta, India",23,2012,12,2012
India,Tezpur,"Tezpur, India",11,2012,5,2012
Indonesia,Bandung,"Bandung, Indonesia",59,2014,33,2014
Iran (Islamic Republic of),Zabol,"Zabol, Iran (Islamic Republic of)",526,2012,216,2012
Iran (Islamic Republic of),Boshehr,"Boshehr, Iran (Islamic Republic of)",255,2010,105,2010
Iran (Islamic Republic of),Ahvaz,"Ahvaz, Iran (Islamic Republic of)",230,2010,94,2010
Iran (Islamic Republic of),Kermanshah,"Kermanshah, Iran (Islamic Republic of)",129,2011,53,2011
Iran (Islamic Republic of),Hamadan,"Hamadan, Iran (Islamic Republic of)",113,2013,46,2013
Iran (Islamic Republic of),Pakdasht,"Pakdasht, Iran (Islamic Republic of)",113,2013,46,2013
Iran (Islamic Republic of),Isfahan,"Isfahan, Iran (Islamic Republic of)",111,2012,45,2012
Iran (Islamic Republic of),Yasuj,"Yasuj, Iran (Islamic Republic of)",108,2013,44,2013
Iran (Islamic Republic of),Shiraz,"Shiraz, Iran (Islamic Republic of)",108,2012,44,2012
Iran (Islamic Republic of),Robatkarim,"Robatkarim, Iran (Islamic Republic of)",104,2013,43,2013
Iran (Islamic Republic of),Varamin,"Varamin, Iran (Islamic Republic of)",101,2013,41,2013
Iran (Islamic Republic of),Sanandaj,"Sanandaj, Iran (Islamic Republic of)",99,2010,40,2010
Iran (Islamic Republic of),Urmia,"Urmia, Iran (Islamic Republic of)",90,2011,37,2011
Iran (Islamic Republic of),Shahryar,"Shahryar, Iran (Islamic Republic of)",90,2013,37,2013
Iran (Islamic Republic of),Sari,"Sari, Iran (Islamic Republic of)",89,2012,36,2012
Iran (Islamic Republic of),Bojnord,"Bojnord, Iran (Islamic Republic of)",78,2010,32,2010
Iran (Islamic Republic of),Mashhad,"Mashhad, Iran (Islamic Republic of)",77,2011,31,2011
Iran (Islamic Republic of),Tehran,"Tehran, Iran (Islamic Republic of)",76,2014,31,2014
Iran (Islamic Republic of),Zanjan,"Zanjan, Iran (Islamic Republic of)",74,2011,30,2011
Iran (Islamic Republic of),Tabriz,"Tabriz, Iran (Islamic Republic of)",67,2012,39,2013
Iran (Islamic Republic of),Semnan,"Semnan, Iran (Islamic Republic of)",56,2013,23,2013
Iran (Islamic Republic of),"Rasht, Guilan","Rasht, Guilan, Iran (Islamic Republic of)",50,2011,20,2011
Iran (Islamic Republic of),Kerman,"Kerman, Iran (Islamic Republic of)",47,2013,19,2013
Iran (Islamic Republic of),Qazvin,"Qazvin, Iran (Islamic Republic of)",44,2013,18,2013
Iran (Islamic Republic of),Arak,"Arak, Iran (Islamic Republic of)",18,2011,7,2011
Iraq,Baghdad,"Baghdad, Iraq",208,2015,87,2015
Ireland,LONGFORD,"LONGFORD, Ireland",22,2013,14,2013
Ireland,BRAY,"BRAY, Ireland",19,2013,13,2013
Ireland,Galway,"Galway, Ireland",16,2013,11,2013
Ireland,DUBLIN,"DUBLIN, Ireland",15,2013,10,2013
Ireland,ENNIS,"ENNIS, Ireland",15,2013,10,2013
Ireland,CASTLEBAR,"CASTLEBAR, Ireland",14,2013,10,2013
Ireland,Mace Head,"Mace Head, Ireland",12,2014,4,2014
Ireland,BALBRIGGAN,"BALBRIGGAN, Ireland",11,2013,7,2013
Israel,Petah Tikva,"Petah Tikva, Israel",56,2014,24,2014
Israel,Eilat,"Eilat, Israel",53,2014,23,2014
Israel,Bnei Brak,"Bnei Brak, Israel",52,2014,22,2014
Israel,Arad,"Arad, Israel",52,2014,23,2014
Israel,Sderot,"Sderot, Israel",51,2014,22,2014
Israel,Kfar Masarik,"Kfar Masarik, Israel",50,2014,21,2014
Israel,Gedera,"Gedera, Israel",48,2014,21,2014
Israel,Givataim (Tel Aviv),"Givataim (Tel Aviv), Israel",48,2014,20,2014
Israel,Pardes Hana,"Pardes Hana, Israel",48,2014,20,2014
Israel,Sde Yo'av,"Sde Yo'av, Israel",48,2014,20,2014
Israel,Tel Aviv-Yafo,"Tel Aviv-Yafo, Israel",48,2014,20,2014
Israel,Ashdod,"Ashdod, Israel",47,2014,20,2014
Israel,Karmey Yossef,"Karmey Yossef, Israel",46,2014,20,2014
Israel,Ra'anana,"Ra'anana, Israel",46,2014,20,2014
Israel,Hadera,"Hadera, Israel",46,2014,16,2014
Israel,Beer Sheva,"Beer Sheva, Israel",45,2014,23,2014
Israel,Nir Israel,"Nir Israel, Israel",45,2014,19,2014
Israel,Ramat Gan,"Ramat Gan, Israel",45,2014,22,2014
Israel,Jerusalem,"Jerusalem, Israel",45,2014,19,2014
Israel,Afula,"Afula, Israel",44,2014,20,2014
Israel,Umm al-Fahm,"Umm al-Fahm, Israel",44,2014,19,2014
Israel,Kiryat Malahi,"Kiryat Malahi, Israel",44,2014,19,2014
Israel,Nir Galim,"Nir Galim, Israel",44,2014,19,2014
Israel,Ashkelon,"Ashkelon, Israel",43,2014,17,2014
Israel,Holon (Tel Aviv),"Holon (Tel Aviv), Israel",42,2014,18,2014
Israel,Yavne,"Yavne, Israel",41,2014,18,2014
Israel,Rehovot,"Rehovot, Israel",41,2014,17,2014
Israel,Modi'in,"Modi'in, Israel",40,2014,23,2014
Israel,Bat Hadar,"Bat Hadar, Israel",39,2014,17,2014
Israel,Karmiel,"Karmiel, Israel",39,2014,17,2014
Israel,Gvar'am,"Gvar'am, Israel",39,2014,17,2014
Israel,Ceasaria,"Ceasaria, Israel",39,2014,16,2014
Israel,Zemer,"Zemer, Israel",38,2014,16,2014
Israel,Beit Shemesh,"Beit Shemesh, Israel",38,2014,16,2014
Israel,Kiryat Tivon,"Kiryat Tivon, Israel",36,2014,15,2014
Israel,Haifa,"Haifa, Israel",34,2014,17,2014
Israel,Nesher,"Nesher, Israel",34,2014,12,2014
Israel,Kiryat Ata,"Kiryat Ata, Israel",31,2014,16,2014
Israel,Kiryat Bialik,"Kiryat Bialik, Israel",31,2014,13,2014
Israel,Erez,"Erez, Israel",30,2014,13,2014
Italy,CECCANO,"CECCANO, Italy",47,2013,31,2013
Italy,BENEVENTO,"BENEVENTO, Italy",45,2013,19,2013
Italy,SALERNO,"SALERNO, Italy",44,2013,22,2013
Italy,MEDA,"MEDA, Italy",42,2013,27,2013
Italy,CHIERI,"CHIERI, Italy",42,2013,27,2013
Italy,REZZATO,"REZZATO, Italy",41,2013,27,2013
Italy,SORESINA,"SORESINA, Italy",41,2013,34,2013
Italy,CODOGNO,"CODOGNO, Italy",40,2013,26,2013
Italy,PIOLTELLO,"PIOLTELLO, Italy",40,2013,26,2013
Italy,FROSINONE,"FROSINONE, Italy",40,2013,24,2013
Italy,SAN DONA' DI PIAVE,"SAN DONA' DI PIAVE, Italy",39,2013,25,2013
Italy,MAGENTA,"MAGENTA, Italy",39,2013,25,2013
Italy,SETTIMO TORINESE,"SETTIMO TORINESE, Italy",39,2013,32,2013
Italy,TORINO,"TORINO, Italy",38,2013,25,2013
Italy,CREMA,"CREMA, Italy",38,2013,25,2013
Italy,ALESSANDRIA,"ALESSANDRIA, Italy",38,2013,26,2013
Italy,CASSINO,"CASSINO, Italy",38,2013,28,2013
Italy,MONZA,"MONZA, Italy",37,2013,30,2013
Italy,PARONA,"PARONA, Italy",37,2013,24,2013
Italy,MILANO,"MILANO, Italy",37,2013,30,2013
Italy,CASIRATE D'ADDA,"CASIRATE D'ADDA, Italy",36,2013,28,2013
Italy,ALFONSINE,"ALFONSINE, Italy",36,2013,24,2013
Italy,BRESCIA,"BRESCIA, Italy",36,2013,31,2013
Italy,VICENZA,"VICENZA, Italy",36,2013,27,2013
Italy,MERATE,"MERATE, Italy",35,2013,27,2013
Italy,SAN BONIFACIO,"SAN BONIFACIO, Italy",35,2013,23,2013
Italy,DARFO BOARIO TERME,"DARFO BOARIO TERME, Italy",35,2013,27,2013
Italy,TREVIGLIO,"TREVIGLIO, Italy",35,2013,23,2013
Italy,BERTONICO,"BERTONICO, Italy",35,2013,23,2013
Italy,BORGARO TORINESE,"BORGARO TORINESE, Italy",35,2013,26,2013
Italy,CREMONA,"CREMONA, Italy",35,2013,27,2013
Italy,SANTA GIUSTINA IN COLLE,"SANTA GIUSTINA IN COLLE, Italy",35,2013,23,2013
Italy,NAPOLI,"NAPOLI, Italy",34,2013,19,2013
Italy,LODI,"LODI, Italy",34,2013,23,2013
Italy,LEGNAGO,"LEGNAGO, Italy",34,2013,22,2013
Italy,PAVIA,"PAVIA, Italy",34,2013,22,2013
Italy,TAVAZZANO CON VILLAVESCO,"TAVAZZANO CON VILLAVESCO, Italy",34,2013,22,2013
Italy,TORCHIAROLO,"TORCHIAROLO, Italy",34,2013,22,2013
Italy,FERENTINO,"FERENTINO, Italy",34,2013,22,2013
Italy,VERONA,"VERONA, Italy",34,2013,21,2013
Italy,PADOVA,"PADOVA, Italy",34,2013,27,2013
Italy,TREVISO,"TREVISO, Italy",33,2013,23,2013
Italy,PARMA,"PARMA, Italy",33,2013,17,2013
Italy,FRANCAVILLA FONTANA,"FRANCAVILLA FONTANA, Italy",33,2013,22,2013
Italy,VENAFRO,"VENAFRO, Italy",33,2013,22,2013
Italy,FERNO,"FERNO, Italy",33,2013,22,2013
Italy,ROVIGO,"ROVIGO, Italy",33,2013,25,2013
Italy,AVELLINO,"AVELLINO, Italy",33,2013,19,2013
Italy,BADIA POLESINE,"BADIA POLESINE, Italy",32,2013,21,2013
Italy,FIORANO MODENESE,"FIORANO MODENESE, Italy",32,2013,21,2013
Italy,VERCELLI,"VERCELLI, Italy",32,2013,22,2013
Italy,MANTOVA,"MANTOVA, Italy",32,2013,27,2013
Italy,BESENZONE,"BESENZONE, Italy",32,2013,21,2013
Italy,VENEZIA,"VENEZIA, Italy",32,2013,25,2013
Italy,SCHIVENOGLIA,"SCHIVENOGLIA, Italy",32,2013,26,2013
Italy,BERGAMO,"BERGAMO, Italy",32,2013,23,2013
Italy,TERNI,"TERNI, Italy",32,2013,22,2013
Italy,QUARTU SANT'ELENA,"QUARTU SANT'ELENA, Italy",31,2013,21,2013
Italy,ALATRI,"ALATRI, Italy",31,2013,20,2013
Italy,CAGLIARI,"CAGLIARI, Italy",31,2013,11,2013
Italy,ALBA,"ALBA, Italy",31,2013,20,2013
Italy,SAREZZO,"SAREZZO, Italy",31,2013,20,2013
Italy,RIMINI,"RIMINI, Italy",31,2013,19,2013
Italy,REGGIO NELL'EMILIA,"REGGIO NELL'EMILIA, Italy",30,2013,18,2013
Italy,PONTI SUL MINCIO,"PONTI SUL MINCIO, Italy",30,2013,23,2013
Italy,PIACENZA,"PIACENZA, Italy",30,2013,22,2013
Italy,BORGOFRANCO SUL PO,"BORGOFRANCO SUL PO, Italy",30,2013,20,2013
Italy,SARONNO,"SARONNO, Italy",30,2013,22,2013
Italy,MIRANDOLA,"MIRANDOLA, Italy",30,2013,20,2013
Italy,SAN ROCCO AL PORTO,"SAN ROCCO AL PORTO, Italy",30,2013,20,2013
Italy,CARPI,"CARPI, Italy",30,2013,19,2013
Italy,ASTI,"ASTI, Italy",29,2013,19,2013
Italy,CAMPI SALENTINA,"CAMPI SALENTINA, Italy",29,2013,15,2013
Italy,CALUSCO D'ADDA,"CALUSCO D'ADDA, Italy",29,2013,21,2013
Italy,CIAMPINO,"CIAMPINO, Italy",29,2013,19,2013
Italy,BUSTO ARSIZIO,"BUSTO ARSIZIO, Italy",29,2013,19,2013
Italy,SAVIGNANO SUL RUBICONE,"SAVIGNANO SUL RUBICONE, Italy",29,2013,16,2013
Italy,LUCCA,"LUCCA, Italy",29,2013,19,2013
Italy,BASSANO DEL GRAPPA,"BASSANO DEL GRAPPA, Italy",29,2013,19,2013
Italy,COLLEFERRO,"COLLEFERRO, Italy",29,2013,19,2013
Italy,MONTALE,"MONTALE, Italy",29,2013,18,2013
Italy,VINCHIO,"VINCHIO, Italy",29,2013,20,2013
Italy,MODENA,"MODENA, Italy",28,2013,18,2013
Italy,FERRARA,"FERRARA, Italy",28,2013,18,2013
Italy,CASERTA,"CASERTA, Italy",28,2013,18,2013
Italy,PRATO,"PRATO, Italy",28,2013,20,2013
Italy,GUASTALLA,"GUASTALLA, Italy",28,2013,20,2013
Italy,MADDALONI,"MADDALONI, Italy",28,2013,18,2013
Italy,COMO,"COMO, Italy",28,2013,20,2013
Italy,ODOLO,"ODOLO, Italy",28,2013,18,2013
Italy,TURBIGO,"TURBIGO, Italy",28,2013,18,2013
Italy,VARESE,"VARESE, Italy",27,2013,21,2013
Italy,ROMA,"ROMA, Italy",27,2013,17,2013
Italy,OSIO SOTTO,"OSIO SOTTO, Italy",27,2013,18,2013
Italy,ASSEMINI,"ASSEMINI, Italy",27,2013,18,2013
Italy,RAPALLO,"RAPALLO, Italy",27,2013,18,2013
Italy,MONSERRATO,"MONSERRATO, Italy",27,2013,13,2013
Italy,NOVARA,"NOVARA, Italy",27,2013,18,2013
Italy,ANAGNI,"ANAGNI, Italy",27,2013,18,2013
Italy,COLORNO,"COLORNO, Italy",27,2013,18,2013
Italy,ARNESANO,"ARNESANO, Italy",27,2013,18,2013
Italy,GUAGNANO,"GUAGNANO, Italy",27,2013,18,2013
Italy,RAVENNA,"RAVENNA, Italy",27,2013,18,2013
Italy,LATINA,"LATINA, Italy",27,2013,16,2013
Italy,FOLIGNO,"FOLIGNO, Italy",27,2013,18,2013
Italy,CANTU',"CANTU', Italy",27,2013,17,2013
Italy,VIAREGGIO,"VIAREGGIO, Italy",26,2013,17,2013
Italy,VOGHERA,"VOGHERA, Italy",26,2013,17,2013
Italy,AREZZO,"AREZZO, Italy",26,2013,17,2013
Italy,SANTA CROCE SULL'ARNO,"SANTA CROCE SULL'ARNO, Italy",26,2013,17,2013
Italy,ESTE,"ESTE, Italy",26,2013,17,2013
Italy,CINTO EUGANEO,"CINTO EUGANEO, Italy",26,2013,17,2013
Italy,BORGO VALSUGANA,"BORGO VALSUGANA, Italy",25,2013,17,2013
Italy,FIRENZE,"FIRENZE, Italy",25,2013,16,2013
Italy,CASALE MONFERRATO,"CASALE MONFERRATO, Italy",25,2013,17,2013
Italy,CARCARE,"CARCARE, Italy",25,2013,17,2013
Italy,SASSUOLO,"SASSUOLO, Italy",25,2013,16,2013
Italy,BARI,"BARI, Italy",25,2013,16,2013
Italy,CENTO,"CENTO, Italy",25,2013,16,2013
Italy,CIVITA CASTELLANA,"CIVITA CASTELLANA, Italy",25,2013,16,2013
Italy,FELTRE,"FELTRE, Italy",25,2013,22,2013
Italy,GUIDONIA MONTECELIO,"GUIDONIA MONTECELIO, Italy",25,2013,15,2013
Italy,SONDRIO,"SONDRIO, Italy",24,2013,19,2013
Italy,OSTELLATO,"OSTELLATO, Italy",24,2013,16,2013
Italy,SCHIO,"SCHIO, Italy",24,2013,16,2013
Italy,MORBEGNO,"MORBEGNO, Italy",24,2013,16,2013
Italy,CERVIA,"CERVIA, Italy",24,2013,16,2013
Italy,BOLOGNA,"BOLOGNA, Italy",24,2013,17,2013
Italy,SAN LAZZARO DI SAVENA,"SAN LAZZARO DI SAVENA, Italy",24,2013,16,2013
Italy,CASTELLARANO,"CASTELLARANO, Italy",24,2013,17,2013
Italy,CONEGLIANO,"CONEGLIANO, Italy",24,2013,22,2013
Italy,PISA,"PISA, Italy",24,2013,15,2013
Italy,COSSATO,"COSSATO, Italy",24,2013,16,2013
Italy,FORLI',"FORLI', Italy",24,2013,14,2013
Italy,LECCO,"LECCO, Italy",24,2013,15,2013
Italy,MOLFETTA,"MOLFETTA, Italy",24,2013,16,2013
Italy,SCANDICCI,"SCANDICCI, Italy",24,2013,16,2013
Italy,CAPANNORI,"CAPANNORI, Italy",24,2013,15,2013
Italy,SAN PANCRAZIO SALENTINO,"SAN PANCRAZIO SALENTINO, Italy",24,2013,15,2013
Italy,DRUENTO,"DRUENTO, Italy",23,2013,15,2013
Italy,GALATINA,"GALATINA, Italy",23,2013,15,2013
Italy,CARRARA,"CARRARA, Italy",23,2013,15,2013
Italy,CAIRO MONTENOTTE,"CAIRO MONTENOTTE, Italy",23,2013,18,2013
Italy,VALMADRERA,"VALMADRERA, Italy",23,2013,15,2013
Italy,MESAGNE,"MESAGNE, Italy",23,2013,15,2013
Italy,TRENTO,"TRENTO, Italy",23,2013,15,2013
Italy,BRINDISI,"BRINDISI, Italy",23,2013,15,2013
Italy,IMOLA,"IMOLA, Italy",23,2013,15,2013
Italy,GORIZIA,"GORIZIA, Italy",23,2013,15,2013
Italy,LA SPEZIA,"LA SPEZIA, Italy",23,2013,14,2013
Italy,SAN PIETRO VERNOTICO,"SAN PIETRO VERNOTICO, Italy",23,2013,15,2013
Italy,PORTO TORRES,"PORTO TORRES, Italy",23,2013,8,2013
Italy,UDINE,"UDINE, Italy",23,2013,15,2013
Italy,BORGOSESIA,"BORGOSESIA, Italy",23,2013,17,2013
Italy,MOLINELLA,"MOLINELLA, Italy",23,2013,17,2013
Italy,PIOMBINO,"PIOMBINO, Italy",22,2013,15,2013
Italy,NURAMINIS,"NURAMINIS, Italy",22,2013,15,2013
Italy,PORTOSCUSO,"PORTOSCUSO, Italy",22,2013,13,2013
Italy,LIVORNO,"LIVORNO, Italy",22,2013,12,2013
Italy,PISTOIA,"PISTOIA, Italy",22,2013,15,2013
Italy,CESENA,"CESENA, Italy",22,2013,15,2013
Italy,LAIVES,"LAIVES, Italy",22,2013,15,2013
Italy,SALICETO,"SALICETO, Italy",22,2013,14,2013
Italy,FOGGIA,"FOGGIA, Italy",22,2013,14,2013
Italy,TRIESTE,"TRIESTE, Italy",22,2013,15,2013
Italy,LECCE,"LECCE, Italy",22,2013,11,2013
Italy,VADO LIGURE,"VADO LIGURE, Italy",22,2013,14,2013
Italy,MORGEX,"MORGEX, Italy",22,2013,14,2013
Italy,TARANTO,"TARANTO, Italy",22,2013,13,2013
Italy,CAMPOBASSO,"CAMPOBASSO, Italy",21,2013,14,2013
Italy,CUNEO,"CUNEO, Italy",21,2013,15,2013
Italy,MUGGIA,"MUGGIA, Italy",21,2013,14,2013
Italy,PERUGIA,"PERUGIA, Italy",21,2013,14,2013
Italy,LUGAGNANO VAL D'ARDA,"LUGAGNANO VAL D'ARDA, Italy",21,2013,14,2013
Italy,CIVITAVECCHIA,"CIVITAVECCHIA, Italy",21,2013,14,2013
Italy,RIETI,"RIETI, Italy",21,2013,15,2013
Italy,SAN CLEMENTE,"SAN CLEMENTE, Italy",21,2013,14,2013
Italy,APRILIA,"APRILIA, Italy",21,2013,13,2013
Italy,AOSTA,"AOSTA, Italy",20,2013,14,2013
Italy,RIVA DEL GARDA,"RIVA DEL GARDA, Italy",20,2013,13,2013
Italy,SPOLETO,"SPOLETO, Italy",20,2013,15,2013
Italy,SANTO STEFANO DI MAGRA,"SANTO STEFANO DI MAGRA, Italy",20,2013,13,2013
Italy,GENOVA,"GENOVA, Italy",20,2013,8,2013
Italy,OLBIA,"OLBIA, Italy",20,2013,13,2013
Italy,FAENZA,"FAENZA, Italy",20,2013,15,2013
Italy,SARROCH,"SARROCH, Italy",20,2013,10,2013
Italy,BIELLA,"BIELLA, Italy",19,2013,14,2013
Italy,DONNAS,"DONNAS, Italy",19,2013,13,2013
Italy,MONOPOLI,"MONOPOLI, Italy",19,2013,13,2013
Italy,QUILIANO,"QUILIANO, Italy",19,2013,13,2013
Italy,ROVERETO,"ROVERETO, Italy",19,2013,15,2013
Italy,BOSCO CHIESANUOVA,"BOSCO CHIESANUOVA, Italy",19,2013,12,2013
Italy,VERUCCHIO,"VERUCCHIO, Italy",18,2013,12,2013
Italy,VITERBO,"VITERBO, Italy",18,2013,11,2013
Italy,POGGIBONSI,"POGGIBONSI, Italy",18,2013,12,2013
Italy,GROTTAGLIE,"GROTTAGLIE, Italy",18,2013,12,2013
